Country,Code,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Comoros,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04142,0.04134,0.04134,0.04134,0.04204,0.03554,0.03775,0.05033,0.05347,0.05349,0.07,0.06686,0.06749,0.0675,0.07069,0.08324,0.08346,0.08346,0.08661,0.08661,0.09636,0.09954,0.1,0.1,0.1,0.1,0.1,0.12101908,0.1,0.2,0.1,0.15132232,0.154672246,0.191959712,0.170729892,0.185697,0.218082,0.277500278,0.301926504,0.2199274,0.2607378,0.3935457,0.4207925,0.436
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29932,0.3,0.1,0.1,0.2,0.2,0.05311,0.05748,0.08275,0.09044,0.09635,0.09921,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.3,0.3,0.360745456,0.3,0.4,0.4,1.003405603,0.844979104,0.840027485,0.909728098,0.905513,0.951232,0.997356969,1.001529634,0.852,0.634,0.662,0.689,0.714000007
Costa Rica,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.340974967,2.334578861,2.188667682,2.334578861,2.048353096,2.188667682,1.969800914,2.25831189,2.675007334,2.809970872,2.6910752,2.837850293,3.577531496,3.935262231,3.99881247,4.592665809,4.341123246,4.46571689,5.040783086,5.509769834,5.39223863,5.410743689,5.527630933,5.782608692,5.508260661,6.271136458,6.657303239,7.224134156,7.146471665,6.744327837,6.963164541,7.081357023,7.032514542,7.316109902,7.457260329,7.143281669,7.722970236,7.896010313,7.923880021,7.957192917,6.513561749,7.567154219,7.920006333,7.909851238
Central & South America,CSAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.506348311,583.627290924,580.382494647,562.741088714,586.355085363,594.68899627,647.467619812,658.090104707,667.466467898,688.255331501,698.82793972,707.210711518,714.832623249,753.584703403,785.912547523,828.206210658,859.790307879,903.828242535,924.571980203,934.017622695,942.34429314,968.050593847,956.361365854,970.342001916,1014.595303389,1032.040503309,1076.423390578,1063.808585117,1130.018376807,1093.864541479,1192.939468263,1233.729190809,1299.337509726,1328.373599749,1359.244183644,1378.606288341,1342.059723681,1309.476629991,1282.044520116,1226.948765216,1069.085419971,1201.417115317,1230.160994265,1225.37539631
Former Czechoslovakia,CSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.191257269,248.866792172,248.512463132,249.38734918,254.864179828,250.449439411,247.44327186,249.359847407,243.695906353,234.754789218,230.828682142,210.46806259,186.204739449,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.94460527,30.503858076,33.553452188,30.434603795,31.473309626,31.550104468,34.525142414,34.53880162,35.52797627,35.625388774,35.562073543,32.389277113,29.25668561,28.168230551,29.196105042,31.207549721,30.194188938,33.588388758,32.910194714,33.108387109,32.295198036,32.68766906,33.799902475,32.825485415,32.827538445,28.86738089,24.827564418,19.084673907,29.219507182,29.22173837,28.057056726,25.041649313,28.369444739,27.117107824,27.815524427,30.158298974,23.149599654,20.961049262,22.496372604,21.964139264,19.450903862,17.579752263,20.153230748,19.715639182
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0978,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.469614249,0.5,0.6,0.6,0.640238431,0.591050963,0.581374714,0.59238264,0.637089,0.626893,0.717927,0.667298,0.815,0.69,0.676,0.748,0.737
Cyprus,CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82934,2.4,2.6,2.9,2.934988048,3.149790684,3.537006587,3.742613645,3.943622915,4.744632184,4.945641454,5.046650723,6.047659992,6.148669262,6.848382178,6.735838651,6.732254786,6.734046718,7.237630632,7.836872348,7.433642356,8.139697978,7.944407908,8.034315202,8.531420193,8.742040298,9.230284269,8.849484022,9.712950563,9.223923183,8.531231317,8.441894909,7.937558776,6.971506697,7.043025359,7.319033053,7.953462391,8.198205404,8.226035335,7.185356965,6.085301693,6.265751158,6.818820572,6.836875219
Czechia,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,128.358111669,120.835289818,120.140742177,125.101216453,123.515431822,116.584393017,105.820421345,119.500378157,119.285673213,115.361926273,120.193946489,120.775524409,118.787464344,118.533331625,120.345876147,115.714582226,109.258539855,110.740640154,110.195586317,106.597984774,101.595609127,101.114320758,103.508906663,105.091205254,106.330683249,104.272224724,99.533151383,88.581956557,93.329030634,91.764178483,79.900923192
East,DDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.41695339,525.792314497,527.289913402,521.378302069,542.164321757,542.906906853,543.624881066,528.935275814,520.301090906,501.55529675,462.632620728,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Germany,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,993.230889755,953.165273291,937.315619526,911.072921487,922.013308472,936.787350252,907.293812409,900.43466372,866.770913946,872.193489963,888.016665714,872.577237808,873.869675537,865.976128445,844.314493116,858.990791775,832.257609644,836.671744947,781.726883526,821.722864002,793.489575146,806.899346595,821.84970442,783.558690941,787.748165382,788.889395747,805.059274962,781.672209481,720.856569408,630.665218075,669.344697894,678.68167659,600.191957169
West,DEUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.634821165,690.684328588,686.184714214,680.53826536,705.367002829,726.003968896,751.431581846,745.364575173,735.022839204,720.870170196,719.100905188,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45833,1.2,1.2,0.9,0.7,0.7,0.7,0.7,0.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.7,0.982168865,1.7,1.2,1.2,0.642204383,0.851072193,0.913989133,0.926809265,0.817987,0.742559,0.64035796,0.67469826,0.6834936,0.5954936,0.6194936,0.619734829,0.684707836
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02679,0.03498,0.03502,0.03498,0.03501,0.03991,0.04022,0.04337,0.05548,0.05862,0.05852,0.05845,0.05909,0.06224,0.07183,0.08101,0.08119,0.08116,0.0843,0.0843,0.07958,0.1,0.1,0.1,0.1,0.0924,0.1,0.121246436,0.1,0.1,0.1,0.170095617,0.169940463,0.161291994,0.171749852,0.18743,0.18855,0.177435879,0.185983702,0.18,0.165,0.167,0.17,0.168
Denmark,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.308111564,53.270668819,53.963313834,50.647739421,52.398038935,59.627591473,60.161701001,61.34834244,58.741414601,52.871868016,54.679328417,63.198678003,57.870475319,61.335524297,66.719095094,62.727509675,73.259053297,63.898625342,60.722403773,57.432123634,53.582431101,55.048246466,53.151332613,59.818775145,54.508382584,51.433759742,59.464251665,55.247707073,52.065517493,48.786955817,49.811215681,45.187614936,40.753265492,42.834783123,39.139894659,36.784739681,38.300142079,35.821879341,36.234424609,34.573349372,28.902878443,30.888434504,30.8614161,29.915405587
Dominican Republic,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43528,5.2,5.6,6.715247294,5.928316403,6.148791341,6.860989176,7.550533889,8.321128393,8.121781849,9.037029143,8.746251712,9.84461691,8.650892072,9.835323391,11.180759592,11.230629796,12.234988328,12.331823319,14.117588719,16.209870936,16.44555316,17.508820597,17.423597485,17.194172363,17.527672331,18.024368941,18.628428254,18.645610186,17.78396985,18.236588997,19.61785108,21.101810589,20.094532458,19.765231558,22.363435954,23.755323707,21.956523492,25.265246857,29.646834852,24.096977422,27.75520013,30.342482449,29.712826886
Algeria,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.663590904,39.376193382,56.531989464,63.168954306,66.766862302,61.757201027,60.918466391,64.343004942,68.905407218,66.690494969,69.771552386,76.419208682,74.390488044,68.124087913,70.374999308,72.736848793,71.012657374,67.107992316,70.732529323,70.688902551,70.059526819,70.833440803,72.178921283,72.47891745,71.878509389,82.857278684,86.028784805,87.289444714,56.222555406,99.380185852,101.352896736,112.488751213,122.016837732,118.720563943,131.695938497,138.664126646,137.171360581,138.224526943,146.712172305,150.816901791,141.632445576,152.125839199,158.513159935,163.660715479
Ecuador,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.016231,12.137947333,14.137947333,12.206921,12.275894667,12.275894667,13.206921,13.131049967,13.193126267,12.193126267,14.275894667,14.222520456,17.243580504,15.243477043,17.243477043,17.292448347,18.292296605,18.243580504,19.243580504,18.246097522,18.34393227,19.39305512,20.246516023,20.369773209,21.419323516,22.641973635,24.709095402,24.076909232,25.558637787,28.639110565,36.210170709,35.736519347,37.056250198,38.459557542,42.108566617,38.799506427,36.846046091,34.741365749,37.349371309,34.997509388,28.204267651,35.247062748,39.053069852,38.286222591
Egypt,EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.928294484,48.399674085,53.942084394,62.848766883,69.550968015,74.47110588,79.866000362,82.266703219,83.76527575,85.452504489,89.511495183,89.495248425,89.983249748,93.524588712,96.793435589,97.986973903,106.122419412,110.38413716,113.557754489,116.432061829,118.514311129,128.003359114,131.436581435,141.826542501,151.30982996,159.196531336,170.13752024,172.367071966,181.394104543,185.861183001,187.676238956,213.000942187,218.539485265,223.249423203,224.603291601,227.189976225,225.99010882,234.798182579,238.823297096,234.072087539,212.419655758,233.460835053,233.175867256,236.617625618
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1.1,1.1,1.1,1.3,1.1,0.6,0.8,0.7,0.8,0.8,0.7,0.7,0.684580762,0.7,0.5,0.7,0.531904357,0.554351959,0.578195163,0.603668434,0.593500088,0.630792,0.65482281,0.74245581,0.617,0.606,0.644,0.71,0.733
Western Sahara,ESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15699,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.231011921,0.3,0.3,0.3,0.267664006,0.260806065,0.26892239,0.2684852,0.270403,0.269783,0.26303824,0.26303824,0.263,0.251,0.265,0.251,0.281
Spain,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.122319329,194.464949539,210.321999598,205.289213836,206.976075227,206.179422046,209.123547917,210.492846809,210.344775843,231.909029863,236.431509322,247.366193078,253.783491042,241.256493488,248.522481149,259.055901498,253.544049914,275.323007168,283.470106102,302.325242489,315.794283759,319.76798543,338.228760762,338.441126822,358.928581577,375.005688283,367.719757916,381.798504926,349.996401462,316.250289313,305.124155606,297.405406437,291.590789873,273.920102001,274.559240265,283.996230258,285.147351001,297.504869307,293.779473717,281.361188198,230.569612332,249.596504304,266.40717803,254.822934192
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,8.378754574,6.974538882,6.331336667,5.40136022,5.991603571,6.429568622,7.198520292,5.783269186,5.391597252,6.106683326,5.232357633,5.237269958,5.702143411,5.700561989,6.013397021,6.343677309,6.239765851,5.135370445,5.373310364,5.210702679,6.067943294,5.997861881,5.441225491,5.220929629,5.333859544,5.476820144,5.509905901,4.923706253,4.858114913,4.970607329,4.840181134,4.606517643
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70001,1.7,1.9,2.2,2.1,2.5,2.6,2.9,2.8,3,3,2.5,3.6,3.3,2.2,2.4,1.7,1.7,2.6,3.3,3.5,3.600004267,3.900087473,4.200008534,4.300010667,4.600017068,5.200023468,5.601533213,6.431385791,7.053195908,6.580367665,7.126690732,7.687717362,9.369728784,10.778564853,11.495974888,13.197112538,13.103869536,14.060422857,16.470024896,13.756569153,14.389297462,16.294497178,18.518765043
European Union,EU27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3920.824006928,3724.086905432,3744.287998576,3680.409034801,3840.750210127,3904.80615453,3970.953611731,4006.642441339,3968.901650648,3970.626771791,3854.71630659,3646.21940313,3619.135256603,3549.879172288,3517.688599941,3590.954605043,3675.543701427,3621.214350872,3615.30757436,3546.333484569,3575.377838179,3638.129974965,3631.188343581,3700.07074609,3719.609740134,3718.708981045,3736.158479606,3686.702141095,3633.771148525,3377.161409406,3456.681960796,3370.147361088,3298.452768165,3233.894895138,3095.50335549,3151.795757334,3158.350350425,3229.106490498,3173.837904551,3062.27312648,2682.197592783,2854.86193676,2839.517439564,2651.484998726
Eurasia,EURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515.884206414,3453.300610605,3533.225244933,3575.448420941,3684.218964198,3769.310277996,3890.305762665,4008.875658777,4065.329889214,4057.071394594,4023.853953498,3933.958360277,3485.958200877,3189.846305093,2819.126009437,2670.16977576,2447.245629841,2319.914157691,2277.913161252,2268.83396328,2314.74420798,2310.159849925,2341.205538918,2427.789801461,2430.363507358,2429.050315286,2532.617392473,2522.93871937,2642.706701388,2298.236055759,2501.833086786,2653.301989127,2652.996883354,2578.365672418,2532.240410511,2498.96990075,2473.016874171,2480.125888797,2563.750071622,2542.978100442,2407.010044168,2610.903224216,2616.681700028,2568.917151245
Europe,EURO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4823.243626183,4588.34383771,4612.953339526,4557.489767029,4761.128998503,4881.059030578,4980.261989749,5029.674673709,4988.226074124,4999.78453249,4895.441258581,4671.823247162,4522.489861072,4431.523624929,4392.41757332,4490.381947186,4616.824465155,4551.426487663,4557.752317167,4467.809249878,4534.809507797,4584.475002226,4580.57701577,4679.854790993,4717.534000795,4724.687830144,4743.681015531,4704.343493075,4649.677406172,4346.402826968,4457.673171658,4354.117451043,4311.743363102,4233.846274171,4069.309766839,4135.988005091,4143.894247559,4236.650241326,4166.239704772,4037.917466874,3563.613201461,3788.867045528,3773.205467857,3573.199624955
Finland,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.741536738,43.482978195,43.447012864,41.650656939,45.299907182,47.816915876,48.016386424,52.045009852,50.924906595,51.547601926,52.722538942,51.568633981,49.646200798,49.755868741,55.860950345,51.832998977,55.323220052,53.66225941,51.41678719,51.770261495,51.84197286,54.948832365,56.893343703,64.008775771,60.960601657,51.202429463,60.096710799,57.953987592,52.49213222,50.046913599,55.70120444,50.552078012,46.233249331,49.154744819,45.564175341,43.355074145,45.257454695,43.591976917,44.22052688,42.155845433,37.054732247,37.447670259,36.269088889,33.594060454
Fiji,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.299351548,0.832255604,1.041215501,1.032255604,0.739423525,0.728671651,1.026879675,0.819114434,0.812842509,0.923445053,1.034047596,0.832255604,0.938587267,0.943336009,0.942357888,1.041379767,1.140401646,1.139423525,1.035839564,1.132255604,1.430463627,1.526879675,1.729211729,2.22956579,2.600038228,2.500006349,2.300010702,2.529045987,2.300012008,1.400018559,1.682487021,1.200864961,1.180793875,1.267985145,1.430061731,1.519460375,1.448311586,1.607001975,1.649180054,1.526122342,1.019562627,1.179567862,1.353189247,1.432012143
Falkland Islands,FLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01168,0.01151,0.01151,0.01151,0.01154,0.01442,0.01598,0.01598,0.03171,0.02833,0.02519,0.02519,0.02544,0.02544,0.02545,0.02861,0.03178,0.03496,0.0286,0.0286,0.0286,0.0286,0.03178,0.03177,0.03505,0.03813,0.04129,0.047677067,0.04578,0.047639359,0.047663984,0.042068957,0.042994213,0.042960265,0.042945483,0.045031,0.046769,0.044814699,0.04640807,0.0356144,0.0384146,0.0376109,0.0376234,0.036
France,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.370591811,416.172802965,411.865042723,395.909751595,404.247580409,397.183647602,383.776974175,375.874768073,372.651663644,387.729188682,384.680911639,408.395099574,400.250884205,379.862614703,372.294824217,384.256106135,398.758009963,390.529203392,415.123578391,410.817861262,409.044015536,410.652231659,405.459118745,406.712044514,410.697892427,421.197366641,419.162804158,408.242104648,408.081679814,386.60759013,387.698554876,377.886426149,371.973182008,374.332638308,342.849873856,346.697207796,349.889306382,355.964924979,343.790663924,341.743677511,289.877273844,314.450670161,314.326506479,303.779187562
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.657764412,0.7,0.7,0,0.689511212,0.707672875,0.775636426,0.69537097,0.741409,0.747048,0.843090809,0.869814783,0.762,0.782,0.809,0.740000012,0.742000012
Micronesia,FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11675705,0.134672,0.1498852,0.1578082,0.16525495,0.173714675,0.178592675,0.17999124,0.18151256,0.1167793,0.1136857,0.1116857,0.1146857,0.121
Gabon,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.690205825,1.816655693,1.71110066,2.294416749,1.994416749,1.61110066,1.55555033,1.727756353,1.894426155,2.577761056,2.56665099,2.497125466,2.59617599,2.49617599,2.596092665,2.196092665,2.29617599,2.39617599,2.29617599,2.19617599,1.956940792,1.956940792,1.876558391,1.976558391,1.99617599,1.99617599,2.29617599,2.371292719,2.756940792,2.356940792,2.999196792,3.188440193,3.828188563,3.978202649,4.08308916,4.037647244,4.049076987,4.191497539,3.603298234,2.902712463,3.048145906,3.14284873,3.085566158,3.143501036
United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.648923801,563.333333097,558.41415277,551.067461202,554.696207647,583.196556934,605.818231861,608.719718384,607.152697843,599.242857015,605.887583052,613.68506542,596.731568454,583.33209709,576.867102345,572.470203241,595.236738005,563.289838456,564.172678553,557.982380806,569.646097028,574.442291526,562.412829453,575.945353734,585.19493745,585.028695899,589.238371883,574.354004131,567.722825852,519.38318753,542.266431899,503.079254945,520.368785864,509.121402485,468.888778962,450.501568398,428.237613269,415.348810562,408.947794381,396.558669498,334.92561866,350.564545124,354.287597915,340.939794801
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,14.940352183,7.826952998,4.796020071,5.409873954,5.679045612,5.997092357,6.056991779,4.891011747,4.639620086,4.055591743,4.538202021,3.75964511,4.298582672,5.015082568,5.072265398,6.011908629,6.064080504,6.720644678,6.62742022,6.687575894,7.440771405,8.314689519,8.794013167,9.60629989,10.110697859,9.885794052,9.84778636,10.063484934,9.541175718,10.153192218,11.503398806,10.699780343
Ghana,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22666,1.9,2.2,2,2.3,1.9,2.4,2.7,3.1,3.6,3,3,3.4,3.5,3.9,4,4.1,3.8,3.8,4.5,5.3,5.2,5.5,5.9,6.5,6.5,6.7,6.675884551,7.4,7.5,9.335411188,10.955145214,11.111710756,12.16966511,12.27694906,14.253011837,15.963083838,15.370600972,18.01259177,16.401342672,19.222433607,21.206563635,20.834480937,20.821880772
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48881,0.5,0.5,0.4,0.4,0.8,1.4,1.5,1.9,1.6,1.7,1.7,3.1,3.2,3.2,3.2,3.2,3.2,3.7,3.2,7.3,4,4,4.1,4.3,4.4,4.5,4.589873439,4.6,4.9,14.002369375,13.936278375,14.057587203,12.941425203,12.22962503,12.527962,12.779891,14.167233,13.83733,14.183665367,14.343686135,14.040852981,15.572668958,15.608426984
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81493,0.8,0.8,0.8,0.8,0.7,1.1,1.1,1.1,1.1,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.338244321,1.3,1.4,1.4,2.836534427,2.580964507,2.334176295,2.433724809,2.767085,3.084621,2.993960718,2.980732599,4.1201709,4.6589625,4.306755,4.383819932,4.505249242
Guadeloupe,GLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48529,0.7,0.9,0.9,1,0.9,0.9,1.1,1.2,1.3,1.4,1.5,1.4,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.9,1.9,2,2.1,2.2,2.443079243,2.4,2.1,2.1,2.513874844,0,0,0,0,0,0,0,0,0,0,0,0
The,GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1523,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.457456946,0.4,0.4,0.5,0.531155455,0.511167994,0.516049014,0.573964564,0.587984,0.592758,0.5900981,0.5941987,0.523,0.442,0.508,0.522,0.537
Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08321,0.08304,0.08409,0.08402,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.320253741,0.5,0.4,0.4,0.333377776,0.322217541,0.360466395,0.374162768,0.408674,0.425613,0.340882931,0.341846886,0.372,0.349,0.351,0.355,0.366000955
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05549,0.05537,0.0694,0.06999,0.06975,0.07977,0.08493,0.08022,0.07866,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.139235198,0.139235198,0.258852797,0.258852797,2.691435078,2.750287875,0.39617599,2.750287875,2.750287875,3.158755874,3.242639856,3.540727851,3.799580648,3.924008694,3.82530157,3.612267172,3.434863507,3.069729286,5.339400853,5.929617589,5.328599794,3.765930897,4.359432362,4.985934626,5.248479832,5.471027525
Greece,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.853998329,48.01780996,50.435268024,52.952089552,55.060235102,59.152425369,60.589143669,66.304031724,71.304585332,74.493986977,77.349895644,77.729917216,81.647086814,81.736440436,84.513561424,86.006070698,88.864105128,89.591002844,94.967572981,94.45667932,99.988976633,102.220287801,102.919677946,106.563178591,106.253070887,106.511910578,106.972075683,110.782759482,107.230590684,101.270989746,93.662438989,93.667576483,87.167101162,78.857241369,75.756606544,73.451997684,70.073344189,75.067888008,73.672821577,70.162788323,56.278769715,59.113624947,62.008770673,62.05999197
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04574,0.05254,0.05828,0.05632,0.05836,0.05954,0.06935,0.07109,0.07745,0.08059,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.231333533,0.3,0.3,0.3,0.274632336,0.286340167,0.323327348,0.271059272,0.289772,0.298309,0.32244384,0.317136381,0.374295,0.3221168,0.3461564,0.3551845,0.348000151
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.602356258,0.6,0.6,1,0.833502219,0.656976976,0.638021562,0.568352543,0.614472,0.620367,0.610689172,0.612110253,0.5610956,0.5280137,0.5140182,0.535022036,0.527012254
Guatemala,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09952,3.6,3.5,3.7,3.2,3.6,3.2,3.2,3.5,3.6,3.8,3.6,4.4,4.8,5.4,6.1,6.3,7,8.664932537,9.053974281,9.116769656,10.130340207,10.220418465,10.264960244,10.797982942,10.962042899,11.011491916,11.473275403,10.965911546,11.71404284,10.771896076,11.04204759,11.563156368,12.382497279,13.073134025,15.783469705,17.072559529,18.643463431,19.708437412,20.514586147,20.16415386,22.400392895,19.956984547,18.546156542
French Guiana,GUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34991,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.6,0.9,0.9,1,1,1,1,1,1,1,1,1.1,1,1.1,1.1,1.043026638,1.1,0.8,1,0.825736292,0,0,0,0,0,0,0,0,0,0,0,0
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.510529879,4.901313575,3.781013329,3.640975798,1.263790756,0.644172641,1.079438695,0.770432422,0.794030612,0.705068492,1.851800952,2.067205407,2.484726799,3.326484776,4.859856973,3.612051506,3.197463562,3.635363577,3.022283888,3.377221442,3.372974959,4.772772182,3.311457979,2.734995275,3.113464375,3.720427176,4.034352495,2.93076409,1.844287255,2.922384758,2.588957182,2.28446224,2.169581718,1.816095435,1.798464393,1.827590749,1.615230254,1.82829707,1.82829707,1.829,1.737,1.83,1.83,1.819
Guyana,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42148,1.6,1.3,1.2,1.3,1.4,1.4,1.1,1.1,0.7,0.7,0.8,0.9,1.2,1.2,1,1,1.1,1.4,1.5,1.7,1.7,1.8,1.7,1.5,1.7,1.6,1.519155927,1.5,1.6,1.6,1.841371515,2.080137006,2.028611814,2.028761361,2.099613,2.361872,2.281382873,2.33316788,2.412412061,2.348048644,2.375025291,2.67862971,2.638878769
Hawaiian Trade Zone,HITZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.117809685,7.050153481,6.507833982,6.101094358,7.341371622,7.063711468,4.135186176,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,
Hong Kong,HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.124105359,19.14885385,20.44810274,24.213634542,26.094717249,28.409744742,33.06883146,36.765860397,39.825662892,41.204504139,43.49669238,46.31570145,51.292552201,54.785355907,52.067758107,52.463932121,51.018322367,47.393801258,52.728889092,61.56716714,57.813476522,60.633777772,66.014236534,70.410049164,78.627052718,81.017587236,80.268047505,84.589778284,79.837734381,89.905568722,97.986820564,93.700560055,88.230225173,90.457438308,87.839460901,93.425399751,95.412076554,97.361200682,97.464488337,91.47575009,66.215911183,63.674303854,57.449743573,58.432627415
