Country,Code,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Honduras,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69779,1.5,1.5,1.6,1.7,1.6,1.7,1.7,2,2.4,2.7,2.701748706,2.701471668,2.70235723,3.002171336,3.502101996,3.901707881,3.801451851,4.401702564,4.602306482,4.30069054,5.000130689,5.601700855,5.601127262,6.601806139,6.802419937,7.103156316,7.982011697,7.502093293,6.801607093,7.101902568,7.318436899,7.919687359,8.00179408,8.652434922,9.323582375,8.780763575,8.765265695,10.050869894,10.166204556,9.198622561,10.461533259,11.209399114,10.534453274
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,16.191140057,16.469900065,17.638463519,19.360776325,17.563951188,18.540202937,20.174222695,20.019978837,20.014602247,20.354522635,21.326812435,22.548722862,22.124044486,21.919661204,22.831814,20.458523907,22.576611945,20.249896257,19.371264243,18.516255293,18.133849748,16.892024938,15.669364818,15.983625324,16.404382334,17.201394041,17.147887659,17.417851514,15.80755874,16.316412201,16.382354333,16.467255407
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.956808821,0.72344791,0.839776998,0.764597213,0.772435175,0.87504783,0.938470671,1.321488419,1.404506167,1.269235336,0.733964504,0.788830242,0.875766971,0.6,0.5,0.9,1.1,1.4,1.3,1.5,1.5,1.7,1.7,1.7,1.7,1.8,1.8,1.965478346,2,2.2,2.1,2.224320918,2.418779249,2.602297893,2.866673923,3.316061,3.357186,3.360375499,3.457576199,2.836317515,2.713511114,2.666559514,2.895345577,2.854235219
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.063630597,74.010323823,73.048995225,70.896297374,73.187074691,76.147583291,74.65975751,72.77927443,69.010906222,68.624758652,63.78304306,65.298519891,59.181864039,60.344326727,59.133361094,58.492339192,60.167893109,58.534286239,57.626316729,57.598867497,54.339129097,56.680847504,55.217847538,57.965648249,57.057355948,59.436461075,58.271828206,56.961041979,56.623669346,50.629264129,51.522682348,49.574080579,45.6167257,43.210651149,43.235477952,45.804715125,46.191627043,48.507302981,49.473804477,48.589196462,46.742698082,47.616344214,44.994706823,40.161262987
Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.183110184,78.986563986,81.281121404,85.116219055,90.215173987,96.583593982,104.437802448,111.376872057,118.905181943,132.064508637,148.620742738,163.212658467,171.564002984,181.265481574,191.206575945,201.668560713,217.886624646,235.813593167,225.915809735,252.722342289,256.040733224,250.910736965,266.202064472,273.558539574,280.237094706,300.728807215,310.980536705,325.105591958,344.351070759,363.420793398,409.356708938,411.717294324,424.905802577,435.386677339,452.871482145,460.606791228,465.382656726,482.076295201,528.591627657,572.665530579,514.006979337,564.604490344,747.716202568,829.655187982
India,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.953800671,304.672951928,319.908100497,336.873102914,366.704573034,388.481319315,416.513127366,446.214649531,484.60134589,510.621149205,541.339314359,570.714326548,604.997766092,630.635556191,670.382645382,720.744285528,755.557650006,792.175115825,810.223561783,851.769493733,885.967736544,907.709669776,953.846659257,971.463072469,1069.898627246,1118.583113079,1208.587716349,1313.504723231,1405.331569847,1546.549130524,1647.607765382,1701.423608672,1820.425034801,1866.768589555,2020.859393147,2144.966958357,2211.615896294,2243.062439462,2383.31872251,2457.665054569,2328.126359252,2383.20946847,2578.669533438,2820.659914465
Ireland,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.617035964,20.402698042,19.743470869,19.831995269,20.096886983,20.558714842,23.621548393,24.182160273,23.160994199,24.481301224,25.897792479,26.873565934,26.645893407,27.702098842,28.781555463,29.535840091,31.474908618,33.005629073,35.704305328,38.044082176,40.720312072,43.195013393,42.092118598,41.35562932,42.690567724,43.925421416,44.919534517,44.672647723,43.535845829,38.014812354,39.163355392,35.269903075,34.943343745,34.080774761,33.692066332,34.240244054,35.941704541,35.516085069,37.017429125,34.745287451,32.25506944,34.009233436,36.101272835,35.486330774
Iran,IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.675675167,94.576803723,109.456804668,134.323267973,139.501054136,149.387113026,156.742985939,165.306000704,173.399872683,191.772902401,194.667411633,206.121694783,214.123017069,222.872061936,234.241965026,240.687778233,238.208589318,270.889634538,276.470267381,298.592293013,302.854925864,322.256390397,350.919659257,365.599947047,386.208320628,429.667962968,448.450072251,450.257607381,480.888341003,534.075077389,536.882940782,561.972972847,584.23265187,585.391013274,615.967508267,613.141844408,590.28261484,615.797113343,642.656373765,662.427796927,676.622489155,711.842386403,771.149346576,823.363613974
Iraq,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.19201046,31.27765759,30.33320792,36.99990594,35.1110066,37.27765759,43.49985891,42.94426155,50.88842904,54.88842904,61.277346841,41.16646287,57.61058333,66.002473867,77.21830394,77.218859444,77.356102089,68.983367707,70.787191717,73.238396495,72.179543697,76.414457335,77.629753373,70.157935894,76.433079832,80.844551861,77.531167827,84.76416946,93.688108619,100.25406213,88.924360875,91.986264676,107.144052898,117.718173927,114.344282713,97.813567424,122.172933652,140.369872115,154.661243618,160.972699515,141.064680305,153.011005788,187.474431278,190.815209688
Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.796433231,1.701962776,1.526610193,1.757863999,1.838934048,1.889510237,1.955625915,2.013517407,2.076242371,2.293627762,2.41302315,2.318504605,2.40934478,2.377425098,2.573572729,2.511734248,2.83899824,2.763278524,2.950595674,3.00701272,3.2247545,3.107980247,3.296586199,3.274188955,3.400770753,3.397650179,3.588572424,3.700959562,4.188943405,4.14670744,2.537549127,2.518509013,2.552248523,2.703105521,2.803568724,2.968208258,3.307741998,3.527271178,3.871221764,3.337330428,2.538267432,2.746160075,3.357787069,3.101085644
Israel,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.77696031,23.137796388,24.058022747,24.226963789,24.748760209,26.605670866,28.455906551,31.044683991,32.565612989,33.848210536,34.540820497,35.200810262,37.346725259,41.198388121,44.039258649,47.193172126,48.971523559,51.55543724,52.667934268,53.727230195,58.477811098,59.254901716,63.772034102,65.695627199,66.148125591,63.867049486,64.893261841,67.22975023,65.069116869,65.219415582,68.348725756,67.026003824,74.463484119,65.701896091,66.569502825,69.019424269,68.121912096,68.768661584,67.757960969,64.295787931,58.732068873,62.05867624,67.1180656,64.400718633
Italy,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.386610544,345.50557133,345.815450181,334.315882518,370.972113085,372.987832244,377.4608129,395.602931287,402.17376425,417.447234617,420.599970379,423.259630047,423.349856255,417.490375961,413.834952189,436.8896499,432.828621667,436.600861099,446.519038981,446.808654687,451.573114933,451.457377005,457.834280773,475.649949263,469.108143991,473.348219882,468.398797683,459.351517817,451.293499234,408.39514037,416.029962382,409.617977831,389.728138938,358.20182229,339.6191823,348.910536194,343.90214841,342.041109921,339.626273324,332.440107874,288.456762074,318.582022876,323.34136162,307.442222032
Jamaica,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7863,6.7,5.7,6,5,4.5,4.9,5.2,6.1,7.041440326,7.531337445,7.828811725,8.566697527,8.638914606,8.833863165,9.938914606,10.061646087,10.169223247,11.179326127,11.181851847,11.157857506,11.133863165,11.222263369,11.214686209,11.166697527,11.149017486,13.080823043,13.290925924,12.121234565,9.328811725,8.116183125,8.534185784,7.989962436,8.810052361,8.637067431,8.539995644,8.912641454,7.747071984,8.344442133,9.829994773,6.504829671,7.202277581,7.583105441,7.889915514
Jordan,JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.20715,6.2,7,7.6,7.8,8.1,9,10,9.3,9.455540924,10.154976015,9.654976015,11.294416749,11.392351981,12.550425259,13.573899718,14.532876799,13.570249283,14.55193291,15.551923864,15.573388303,15.572967167,15.61218013,17.3003519,17.774165992,19.066369497,20.417849489,18.59028922,18.615444775,18.829533977,19.344869085,22.224795741,23.730330849,22.853886452,24.006021329,24.03601367,24.233175332,25.472567543,24.194175897,22.885192863,20.031331244,20.6861227,22.844358942,22.434274194
Japan,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.788589858,848.791614132,755.673423716,782.62696084,957.993363928,936.697585833,929.029303756,935.098206222,1009.216327255,1041.670297246,1109.036303519,1125.659049338,1133.122611693,1129.993734365,1185.446768382,1197.860425534,1216.898233945,1220.471845357,1185.953843791,1225.236408745,1232.962057226,1225.821486122,1232.071399986,1271.489373888,1264.472802739,1279.059074834,1265.972009315,1276.600388221,1236.243426574,1144.851365757,1197.157441095,1226.315034857,1301.128180416,1296.959118977,1259.839760477,1215.165346308,1204.356491299,1184.764729766,1158.565860946,1119.521978232,1052.178122826,1041.346927118,1014.550969013,960.229731035
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,359.641180633,296.38737989,257.142718535,210.506105034,197.951603013,178.502718558,169.684734126,155.980043362,171.639149959,174.593247786,184.609927737,186.488825649,213.796864542,213.667745413,224.168948526,251.714399874,287.327579844,245.969333688,260.973652919,285.366535479,284.183457415,285.65650783,269.958568351,265.038098429,266.971257274,261.916628271,269.931087783,253.543846627,256.729676043,240.566541375,267.908925572,269.83049978
Kenya,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.745288818,5.719073788,5.713677679,5.380054877,5.305740699,5.419349342,6.207341198,5.422814008,5.972578915,6.515138935,6.664212681,5.864435273,6.481469266,6.615210021,6.994457081,7.275394074,7.647090398,7.05410073,7.986673232,8.179452396,8.757606463,8.057804307,8.084858707,8.461774733,9.420519461,10.248412826,11.466567441,11.128172797,11.425879934,11.36999366,12.643764633,14.049382892,12.69698981,14.293799248,15.038307981,17.470572787,18.689754012,18.477710302,18.872274847,18.097475936,16.88672628,18.381007086,18.500262479,19.023117614
Kyrgyzstan,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,13.342190925,10.771281702,7.063562376,5.25826919,7.380755363,7.347565182,7.94757015,7.532122258,7.277809112,6.549757887,5.878049937,5.408773885,5.94291232,5.625569875,5.588775026,6.05825396,6.986716211,9.244926658,7.597359654,7.880374638,10.270598265,9.217323923,9.574204125,9.511352597,9.363717894,8.886232089,9.499216262,8.344860685,7.225869767,7.332469347,10.098121767,11.389106789
Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04096,0.04094,0.04094,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.5,1.9,2.1,2.1,2.200538997,2.500127286,2.700053036,3.000066661,3.400001234,3.60042594,3.900850645,4.137174501,4.477818794,4.309785587,5.267972787,5.391141647,5.666872056,5.675875513,5.948184081,7.048856393,9.288531015,9.877082077,11.890895952,13.877274486,13.839038017,14.606460188,14.128827097,18.778591848
Kiribati,KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02235,0.02651,0.02656,0.02673,0.0195,0.01952,0.01891,0.02206,0.02206,0.02206,0.02206,0.02612,0.02228,0.02228,0.02228,0.02227,0.02226,0.02226,0.02226,0.02226,0.02544,0.02544,0.03171,0.0317,0.03176,0.03807,0.03805,0.038273004,0.04369,0.062365005,0.063694222,0.058719858,0.057888232,0.058583745,0.058690002,0.061856002,0.066107494,0.0747459,0.07528207,0.0760623,0.0740623,0.0740623,0.0760623,0.081
Saint Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05054,0.05339,0.0616,0.05047,0.05054,0.05041,0.05351,0.05665,0.0661,0.06612,0.06612,0.07555,0.07632,0.08587,0.1,0.09229,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.273423163,0.3,0.3,0.3,0.250060014,0.246182614,0.244904858,0.247872849,0.258403,0.265412,0.265947836,0.268462136,0.273,0.254,0.252,0.273,0.269
South Korea,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.900835503,146.252558766,149.455273931,153.810665418,169.265318744,177.874128905,190.070297188,207.604361072,233.155286612,243.093048146,263.672685406,287.721920844,310.348614524,335.311776458,362.803286968,391.688089337,422.328393328,446.245055348,391.625249816,428.997742542,465.659597578,480.366829505,480.109291285,492.706133323,497.2120715,504.464126387,512.035957948,537.477761545,549.293159489,556.026427676,612.059829134,636.267933958,641.572254021,647.000200903,642.534730135,662.079624967,682.934608131,687.941071705,702.565235902,652.327442384,620.81862949,640.671022394,627.169226677,644.231456652
Kuwait,KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.83399052,22.555033,22.555033,24.88824092,24.99924752,24.7770462,28.61011303,32.77629372,36.49816583,41.05338695,24.143184735,13.99990594,22.139794283,29.632722014,36.711676074,38.711676074,41.711706627,52.18551431,55.655839136,55.94960557,58.832937237,56.675114452,54.694370665,61.852260143,66.029421605,75.131011165,75.347894993,62.660867554,77.915617496,84.286943117,88.147018118,90.973191597,93.073886149,96.025487616,92.411294374,99.255096626,96.908903036,90.814210517,95.190346235,92.134617672,80.906057666,89.423657155,94.940611455,100.458539772
Laos,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41466,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.206754796,0.211257994,0.320264389,0.331522383,0.342780377,0.351786772,0.360492954,0.353976452,0.44745995,0.440943448,0.440935099,0.454580132,0.484599204,0.50370225,0.525534303,0.539179336,0.569198408,0.578517726,0.713997811,0.782514672,2.847499946,3.060105949,3.382850416,3.937386123,4.10127145,9.37329716,18.845288746,23.285010861,23.881450444,23.972285063,21.186273049,22.100852165,20.307296236,23.41157661
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.435273793,6.016013793,5.906405517,6.2,5.9,6.9,6.9,7.2,6.5,5,4.7,8.2,8.2,10.260118404,11.262461813,12.433530673,13.520236807,15.531953852,15.45110624,15.41653094,16.344461095,15.328643084,16.312825073,16.156968339,15.185913096,15.183215939,13.180518782,12.090808114,14.194759174,19.355275979,18.739990067,19.375812657,21.457570663,20.980673298,22.649042066,24.480724637,25.354938789,26.893255827,25.478354557,25.610171244,23.868401678,20.280727373,17.193679037,17.483803211
Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88712,1.7,1.7,1.7,1.6,1.6,1.3,1,1.1,1,0.6,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.746164258,0.7,0.6,0.5,0.917673131,0.988485943,0.900916034,1.187724076,1.197167,1.37903,1.184611,1.34566552,0.841234,0.646234,0.607234,0.652234,0.671004304
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1409594,22.1105363,22.88842904,24.22163696,23.77714026,25.94369719,28.33245544,29.94360313,29.72140181,31.16580445,33.721105275,34.7296403,32.66575742,33.337977143,34.631871719,36.514660522,38.240386699,40.691591477,38.691591477,37.317861993,40.201151501,40.573885882,45.946620264,45.318359544,50.63323623,52.43706024,47.210462749,40.636562689,49.789679472,52.790177023,52.212002783,36.125941078,46.04113925,50.253252318,48.864062829,40.511145969,38.62843175,56.884426769,54.985658261,48.308285768,38.982620688,44.007001423,46.770610648,46.478872154
Saint Lucia,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11181,0.08778,0.1,0.09704,0.09722,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.330942744,0.4,0.4,0.4,0.439284171,0.435905613,0.433029467,0.43657188,0.452804,0.45769,0.493367638,0.451661075,0.609,0.58,0.603,0.614,0.605
Sri Lanka,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87238,4.9,5,5.1,5.6,4.7,4.9,5.6,5.2,4.8,5.301221386,5.301408715,5.601315051,6.301377418,6.701439785,7.10147412,8.00151467,8.90155522,9.00159577,9.800638108,11.002112573,11.001197594,11.000257861,11.000216132,12.001425283,13.000326622,13.000105897,12.609639373,12.119789179,13.096111694,13.576865182,16.154978725,18.116325338,15.849224695,19.472487493,20.76259626,23.25597957,23.509064144,22.809417184,22.546601436,19.389401465,22.099944832,17.89245849,19.153087405
Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14593,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.238412507,0.2,0.2,0.6,0.56901386,0.603890133,0.616832425,0.643414734,0.634217,0.68759673,0.740383255,0.71763765,0.7500748,0.6610748,0.7280885,0.9461198,1.148215598
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,22.496354085,17.640178289,16.54419556,15.884391368,16.077563281,16.110977225,17.772191976,13.360553537,12.068236505,12.998847287,13.238621542,13.206277488,13.418701432,14.147017349,14.279601443,15.573076769,16.191340544,13.585122268,14.463367634,14.841317977,14.922736296,14.503654379,13.523554125,13.455875419,13.515628633,14.080925163,14.25507877,14.50343005,14.144202035,14.194552451,12.981020925,12.877051974
Luxembourg,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.545282362,10.319619748,9.775862093,9.239516785,10.193420189,10.408471179,10.094279354,9.531798212,10.002946547,10.73467774,11.066219904,11.63586311,11.526819363,11.678324981,11.015877147,8.955548997,9.116659441,8.666867683,8.004359255,8.466494056,9.065406868,9.630874901,10.481733069,10.98751384,12.499881085,12.730333903,12.437507465,12.070270435,12.028344466,11.42129581,12.002574379,11.849279824,11.568679851,11.003178689,10.713628195,10.427517131,10.223879303,10.680371338,11.169565111,11.307660536,9.535187319,10.180183691,9.063980642,8.714649466
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,11.969561129,10.057695108,9.720857499,8.72252833,8.753311177,8.385792052,7.809675459,7.343680927,6.875440399,7.905134014,7.883090458,8.213781129,8.613737056,8.950379397,9.054015643,8.989954489,8.120207341,8.441169151,9.219071726,8.298549538,8.00949128,7.95532849,7.650229396,7.901321626,8.139937954,7.941507749,7.87244579,8.449819343,7.14498428,7.538088623,6.595604204,6.427217408
Macau,MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45889,0.4,0.5,0.7,0.7,0.6,0.9,1,1,1.1,1.104480314,1.100076805,1.100108983,1.200113075,1.300013876,1.303694989,1.502943924,1.502835299,1.602405453,1.701975608,1.60227216,1.702199619,1.802039614,1.902925012,2.303338912,2.002604983,2.302566583,2.274533079,2.4,1.8,1.700276532,1.680424795,1.579985848,1.561471534,1.720014965,2.033272644,2.016408595,2.460867155,2.013405144,1.843196596,1.667195295,1.415659918,1.50211875,1.595141336
Morocco,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.958279994,13.697499337,13.748079466,15.251120845,14.056687743,15.476925277,17.292069903,16.833637782,17.818516545,19.127384812,20.125957246,20.440973676,22.078377346,23.528221871,26.013997263,26.160456719,25.97644882,25.99301977,26.712826653,29.44751654,29.992369408,32.387933253,32.739819927,32.921099063,33.189775714,35.347794382,37.148446895,35.152237462,38.664202317,42.840731844,48.935663271,50.602342122,50.033905752,52.106582924,53.872832842,55.417941527,54.873633265,57.73459283,59.02569629,62.15263576,57.747489365,66.781225824,67.916083803,64.173412354
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,14.179174794,10.760970988,6.881257276,6.626147884,7.381112616,7.832450959,7.20691906,5.970789749,5.83484052,5.787381048,6.321864883,6.988911609,6.52170416,7.25050153,7.643408686,6.717508077,7.083360502,6.31361196,6.4951409,6.514293028,8.642866582,8.450761773,8.159548547,7.533841457,7.510572981,7.526131277,7.975804163,8.112205757,7.821072578,8.571315546,7.321806073,7.092651249
Madagascar,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.166007472,1.026432983,0.826432983,1.124230217,1.115419236,1.208822675,0.924230217,1.226432983,1.42643434,1.028635728,0.925272096,1.024338132,1.026399901,1.121807178,1.226432983,1.318381909,1.320008176,1.330151199,1.316930513,1.306673629,1.808207208,2.031152181,2.321324195,2.427738219,2.636684574,2.537554603,2.530136351,2.629232077,2.829080642,1.831772397,1.876481517,2.40285381,2.874922521,3.105348439,3.356112657,3.716618898,3.94417199,3.699802622,3.391414709,3.652853683,2.6388319,3.726550563,3.949487973,3.936206864
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01406,0.01388,0.01384,0.01392,0.05624,0.06245,0.08191,0.08191,0.08823,0.08822,0.09766,0.09766,0.1,0.1,0.2,0.3,0.4,0.3,0.3,0.3,0.5,0.5,1,1.1,0.8,0.6,0.8,0.934580037,0.9,1.1,1.10978641,1.198751512,1.523701229,1.596596488,2.140652498,1.614304113,1.707060439,1.776246574,2.036072914,1.5179039,1.2346234,1.5746234,1.80156118,1.90800047
Mexico,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.367648321,214.887704612,216.346890192,215.926684959,252.252371723,264.200099279,262.87815057,270.681215729,269.136167106,285.384653254,280.414524764,298.953692567,300.872750701,315.330202444,342.250193577,324.115580122,333.226476088,347.698559555,372.83769953,364.538980386,382.060425339,382.420200158,383.298086123,399.964402156,416.208869065,431.447031417,449.527944676,457.102704696,455.303565671,454.626255021,456.656860627,470.490460004,466.446144925,469.628323129,451.261271769,464.617082642,466.882774508,471.528720064,454.011903072,473.502271425,411.607978399,416.504932301,439.39138527,441.049151489
Middle East,MIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.916935083,387.916801927,405.058042005,457.409617382,493.266953861,540.401241756,585.862213929,619.664550947,650.946392922,686.7298019,693.620257518,701.351522521,764.009018247,798.350801661,841.37847742,853.359906273,878.035890743,956.512875572,987.250181724,1024.571368042,1080.987250948,1116.991882486,1174.789676456,1238.415216447,1329.356796065,1421.994539574,1463.069618221,1420.067567383,1600.84934556,1694.845630677,1786.56470574,1869.999177453,1971.62932065,2006.583889551,2059.734707274,2098.065093056,2050.651141395,2076.591920984,2099.779755325,2179.781158032,2104.682391934,2194.508224401,2334.42305347,2439.192705835
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,7.721927384,8.023983521,7.375143751,7.650387661,8.129501988,7.514053389,8.285232919,7.881517264,8.044870503,7.946283832,7.57339905,7.638569246,7.694476017,7.578544289,7.514257886,7.620568375,8.293560661,7.542394626,7.247024728,8.090499305,7.618421875,7.132161891,7.157932649,6.812645262,6.67859313,7.070501401,6.676038709,7.618274225,6.929520923,6.961466559,7.427037843,7.368808415
Mali,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41802,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.670014525,0.7,0.7,0.7,2.374237358,2.467279852,2.722025338,2.919398204,3.166486,4.470295,4.944042981,5.257908981,5.5999488,6.1619616,6.5752733,6.662893256,6.858083328
Malta,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.265246001,1.42812425,1.447482498,1.094964996,1.571667498,1.119149996,1.566632493,1.732377493,1.956562485,1.932821236,2.098566231,2.243778734,2.374381239,2.4775088,2.68063636,2.468943589,2.601252806,2.800001826,2.901451867,3.300887803,2.90046945,2.500049824,2.900003287,2.900008766,3.000479719,3.100427123,2.900374527,3.138710944,3.200234125,6.700366643,7.672133718,7.288174272,6.929110751,6.576557658,6.70563899,7.052502823,7.50068694,8.787256705,9.191731982,9.534496255,8.883880548,8.334470353,9.005903593,8.965105249
Burma,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.992116551,4.147228388,4.48266176,5.245971943,5.710858266,5.988644434,4.974960441,4.829239803,4.641280829,4.796831159,4.606301365,4.568277037,4.628373717,4.874135966,5.898204773,6.22892826,6.32955927,6.938363594,8.339074609,8.68179232,9.145327951,8.891136346,10.175125861,10.966138825,12.071312831,15.481950297,13.962583744,14.288722125,13.979310418,11.377872195,11.054079744,10.820881064,13.92970753,16.596251228,20.993658634,24.859712296,22.798589147,31.012936688,31.822650302,32.51010974,32.964071362,31.402050714,27.608776033,27.00536287
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.70241617,1.566546052,2.116511979,1.434081588,2.594638447,2.570011992,2.361444133,2.293257326,2.263344226,2.412405296,2.187481649,2.297767687,2.524134994,2.509207003,2.396590897,2.464186914,2.618928268,2.808346088
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.204094381,10.992194302,13.738481842,14.000673817,13.820971779,16.607433098,18.255042309,19.089535866,20.009690732,18.953007305,17.550156786,18.250202169,16.375925143,15.019931197,13.872959294,13.210074457,13.627755552,12.602300068,12.749720107,12.920586674,13.256964812,13.39178486,14.286478423,13.364538945,13.223084198,13.788138428,14.707402119,15.114970451,14.889729418,15.458023418,15.04690068,15.472839809,16.568247117,17.335670109,16.897751968,16.766272063,17.720202699,19.213079098,20.901836824,17.969549305,18.041639274,17.429984243,14.411970284,19.203476225
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88754,1.6,1.9,1.9,1.7,1.9,1,1,1.5,1.2,1,1,1,1,1,1.1,1.1,1.1,1.217705594,1.317705594,1.317705594,1.517705594,1.717705594,1.856940792,2.137323193,2.255028788,2.294263986,2.409893642,2.373689967,2.511408306,2.56608443,3.781907631,5.208772136,6.311350758,7.074032739,7.803148409,9.910325744,10.741338938,7.785808405,8.080027065,7.193733314,8.830029221,9.579828586,9.548624685
Mauritania,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.604885807,0.612789623,0.613773438,0.614757254,0.91574107,0.816724886,0.514265346,0.711805807,0.909346268,1.11199027,0.911805807,1.010576037,3.309715194,3.408854351,3.40725565,3.107870544,3.507017897,3.203948247,3.201987099,3.200025951,3.2,3.2,3.1,3.2,2.6,3.2,2.8,2.497262726,2.8,1.9,1.9,2.264922292,2.44886848,2.206456436,2.684586018,2.664858,2.481465,3.73853528,3.87875476,4.120117,4.298117,4.089117,4.724117,4.860000093
