Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Bahrain,BHR,403.64283283714417,450.1523562980393,465.1033965235882,473.7482858943943,446.32820702470707,515.4458505856779,538.7157465810378,625.96802941885,521.4229040407548,516.0824924304967,547.3071632511552,596.2364823846887,487.1996894533196,567.0929014541059,544.9228208989814,532.723525272509,515.0274602301271,558.7868257973565,527.8394110345486,491.674182063174,605.4440925316516,589.2216512704662,593.2834993118047,576.1062051172044,553.8712338663468,575.8579910083434,568.6195170367284,539.5077934315217,532.096587037923,493.3152724464641,478.36289743216133,486.5860961155461,516.687381248165,554.3291295686823,523.8249624403832,506.9479744728282,486.5064095289585,475.0579097922179,477.4084038470043,531.8233216146249,522.7564852286607,532.6083056332241,543.6168133140885,557.7065419722961
The Bahamas,BHS,259.38295322203413,263.28387400904114,223.19569561918547,166.79763185971416,147.14432236391065,127.28380930875187,125.95218338407058,138.1805123408479,126.43943681318682,142.06538296616984,148.53121074851873,129.49945321321835,107.57259583879801,111.47863302887701,121.6855828996759,143.03506589575434,158.7181488108454,152.3907637084116,170.60828777808783,148.06759559969214,173.46497444686344,174.63156273258548,179.05559777331473,123.57753457800239,135.29337339823772,128.53296655364733,147.36957301758167,167.33142012939572,161.3297609739752,119.71770348116092,123.1415569661764,107.47736465269021,122.97802196045402,113.36865332446567,110.31826816584515,104.62447847717702,108.76858250316644,128.90134771276033,105.60768263836528,108.89993400591305,90.33065084429805,114.69573040369093,106.40873269120861,104.40919599872612
Bosnia and Herzegovina,BIH,--,--,--,--,--,--,--,--,--,--,--,--,29.607650624958474,23.38257512348098,23.997886224289534,43.74666688439614,20.96103688215005,33.59028303240554,40.54608914703777,39.20361692887706,44.741863622532485,44.03501786482062,44.2683779869773,38.96814095083354,38.574971009561196,35.30267223393676,36.93152713133524,38.30826348789367,43.51483701361968,52.74743578917094,55.26449484394822,60.277172979147494,60.0981981661939,57.032666083249694,57.80233045214816,59.625597862785554,61.9131739627956,65.53501657120425,63.071508345400005,60.2952402623329,58.81660363234262,68.54109424096586,96.44135838499791,91.22696079748718
Belarus,BLR,--,--,--,--,--,--,--,--,--,--,--,--,146.98740150570666,125.03177008185635,103.45546796315364,97.93704602835983,98.2934068542703,97.8670083458219,96.26881911572828,99.92300949698081,109.15543173817207,102.82009147831346,99.85287457585186,105.32415142326666,98.67514299669675,111.73489717804559,119.9132877423157,116.92034644078933,118.86368622074791,110.86672227082757,118.22873799325924,122.545919841986,123.71339725054811,118.10570713849684,118.21410803220519,100.41390376504087,99.32476135172016,98.73890528043518,104.29934490717608,101.19875119438666,97.11122308443458,105.5666624396091,100.92237017446828,104.82069350437511
Belize,BLZ,24.763038072885717,22.77162586415538,20.912380127137926,20.42766282170706,21.217389472318647,20.683405034661416,24.614575024540354,19.700570508764635,14.749239127135477,20.75397141298815,26.712401878475138,29.62127562156606,24.31665394490088,23.766075470674572,22.19884354364103,25.422887598541084,21.237487293166556,32.55330721185297,30.970727776639446,30.8969139581928,30.85128069098096,33.320970528686054,31.253385442888778,30.450803335863412,28.31312166245959,29.61905119728943,30.837151796431932,28.064066835844358,25.804550175126675,26.781410156110844,31.633152962194735,25.082128761776087,28.6584120970769,28.98402907480846,27.13536271627997,30.51937025611985,29.859589389686356,32.86688173183033,31.107992663279543,38.48001889153596,30.205726172229554,31.016322750787932,31.90375514101564,30.751755965216756
Bermuda,BMU,0,0,0,0,0,0,0,0,191.46832040071254,229.62791652225664,161.75693566601225,140.6777128173289,109.11097478042015,125.90066087459195,120.55530577423387,122.96080217048012,126.2633240934245,125.16372052445287,124.2101157670806,123.22478895360251,134.81867672465307,136.21122532115842,142.62429431192695,141.7405681112439,146.31342303977934,153.6223321739539,172.9997615630812,200.2564958308536,190.58592235856477,149.48272972002104,175.3423563327034,113.6068976654823,122.93837953668438,123.62741091638671,159.95337930012235,134.77154704945568,171.32537668581512,168.73600589078748,164.76590459828674,142.73035554182343,104.75971832218524,122.03502328020866,124.41907519012845,122.73747793317015
Bolivia,BOL,11.649960234048784,13.159560424797277,10.979951734463079,11.245585078000651,10.559105774787476,9.207766771653619,9.193463619796495,8.848059346367437,10.004404870662661,11.25041144485102,11.72349462918994,11.146725728535198,11.945302630294314,11.521291340292402,12.784459802447081,14.60705125229284,13.868042302191743,15.353272399559744,13.951033250762341,15.320197318068706,15.74055322718351,12.874528452484741,13.941182223838961,19.161678373544145,19.50313617363268,18.888344892914308,20.441339010704,21.604906221412783,21.83898024722911,21.168911319115175,21.25958907316637,21.605411783146398,25.501684311924393,25.383185913678545,25.384990195216353,26.231503939363908,27.19979314593636,28.187544412846496,28.41351197265828,27.956587937117,22.847524170248956,27.079939172874575,29.189441050446494,29.33979696248505
Brazil,BRA,24.754491278204437,23.180096192584113,22.68939260835808,21.61632396865106,22.66032192996346,23.545042563666584,25.383410470519767,25.500741204812453,25.77718635717483,25.889167137119387,29.675217035235395,27.3580198613055,27.761274210693298,28.250797043361967,29.49489446696444,31.074878055664204,32.64238504843407,34.314185668351556,34.7741212663391,35.3941695685498,37.010789998751214,36.7980651913917,36.65353294776037,36.273191512154135,37.485613549491866,37.90581842520026,39.394232626052045,41.04514840500016,42.94300949475103,41.427345418244286,45.857359259612885,47.202446887775196,49.15840411815241,51.26871105370222,52.44173973936486,51.269588365108575,49.18525676908342,49.562948137411595,48.40221214683758,47.45781934111091,44.61425845651585,48.087756085392954,48.43758333856907,48.912876691858365
Barbados,BRB,58.07558864118165,60.26167400007928,60.899678417239535,64.01056149703209,61.455575978861724,67.6809028660289,70.76235883687036,67.2028264646551,63.16140145249706,68.65238523259553,72.59684653224123,73.18242510014535,77.04082432886229,74.86138348331782,70.8367369104044,73.3996670171234,65.84093145216636,79.23431207887435,80.46527811542624,84.21401865403003,90.69190131412944,90.6207866166711,90.63558524671112,91.04098779137922,91.19724362232742,91.42119568043351,91.1889573272026,86.58993327607566,101.56629573142564,95.22960477924146,91.35920659332388,95.69558965009257,89.68193648595457,90.76880623761289,78.61393524401515,83.35738911299094,84.6845865931236,79.92491888576974,89.74488004654775,87.30328786931419,68.25609469537265,65.18292658148215,67.76366162752736,68.29293338951548
Brunei,BRN,442.33980064252694,443.38899345127766,468.60944684140895,356.4527319676857,304.6428947415631,351.5144215725389,225.12379975893506,348.21235621162236,292.81003255947167,334.09513137516933,274.6913607294784,213.42107331033222,203.09064801381564,188.06035834618064,176.2137856549486,212.62533038170298,193.32102750472717,201.9588333993797,178.54256184035725,206.02298104949423,205.54794551607728,228.85071262256818,261.9217591293653,265.86009921495395,289.98135532338745,321.2034480554057,487.2150666466463,502.9074438528175,507.05466720041926,330.12977507333386,368.95509211609044,372.29491336833513,356.37200692129153,326.88901581035174,362.7456714857978,395.6592194443387,408.1219911546181,404.83279961818295,415.2418035770454,415.07829457328864,446.5387642355697,419.77696333245916,401.51336442846497,403.3645943088683
